rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
13027	SLC38A8	solute carrier family 38, member 8	1344	4	0	8	9	1	1	0	11	9	11	7.597173e-01	1	4.250000e-01	9.684944e-01	1
13028	ZNF239	zinc finger protein 239	1381	4	0	0	2	0	0	0	2	2	2	7.599605e-01	1	6.040000e-01	9.685612e-01	1
13029	DKC1	dyskeratosis congenita 1, dyskerin	1601	22	0	2	0	0	1	1	2	2	2	7.600045e-01	1	4.650000e-01	9.685733e-01	1
13030	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)	719	45	0	0	1	0	0	0	1	1	1	9.685890e-01	NaN	NaN	9.685890e-01	1
13031	CNNM3	cyclin M3	2154	0	0	3	6	0	0	0	6	6	6	7.600778e-01	1	1	9.685934e-01	1
13032	MANEA	mannosidase, endo-alpha	1405	6	0	1	9	0	0	0	9	7	9	7.601501e-01	1	6.190000e-01	9.686132e-01	1
13033	TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	1247	9	0	2	3	0	0	0	3	3	3	7.601884e-01	1	6.270000e-01	9.686237e-01	1
13034	NCR3	natural cytotoxicity triggering receptor 3	739	1	0	4	2	0	0	0	2	2	2	7.602220e-01	1	4.380000e-01	9.686329e-01	1
13035	AKR1B15	aldo-keto reductase family 1, member B15	1075	79	0	1	2	0	0	0	2	2	2	7.602534e-01	1	5.280000e-01	9.686415e-01	1
13036	CCBE1	collagen and calcium binding EGF domains 1	1263	4	0	3	8	0	0	0	8	8	8	7.602557e-01	1	7.090000e-01	9.686421e-01	1
13037	TM4SF5	transmembrane 4 L six family member 5	614	5	0	0	1	0	0	0	1	1	1	9.686434e-01	NaN	NaN	9.686434e-01	1
13038	BRD8	bromodomain containing 8	4414	35	1	5	7	0	0	1	8	8	8	7.602871e-01	1	7.150000e-01	9.686507e-01	1
13039	TH1L	TH1-like (Drosophila)	1831	2	0	4	4	0	0	0	4	4	4	7.604771e-01	1	5.230000e-01	9.687028e-01	1
13040	SLIT2	slit homolog 2 (Drosophila)	4734	10	0	15	30	1	0	0	31	26	30	9.663690e-01	5.670000e-01	7.000000e-01	9.687179e-01	1
13041	RAB25	RAB25, member RAS oncogene family	717	21	0	1	2	0	0	0	2	2	2	7.607586e-01	1	8.210000e-01	9.687798e-01	1
13042	ACOX3	acyl-Coenzyme A oxidase 3, pristanoyl	2171	50	0	3	5	0	1	0	6	6	6	7.607867e-01	1	8.670000e-01	9.687875e-01	1
13043	AZIN1	antizyme inhibitor 1	1387	16	0	3	1	0	2	0	3	3	3	7.608653e-01	1	8.970000e-01	9.688090e-01	1
13044	LPAR1	lysophosphatidic acid receptor 1	1104	2	0	1	3	0	0	0	3	3	3	7.608683e-01	1	7.660000e-01	9.688098e-01	1
13045	SHC3	SHC (Src homology 2 domain containing) transforming protein 3	1829	11	0	3	8	0	0	0	8	8	8	7.609488e-01	1	7.200000e-01	9.688318e-01	1
13046	IREB2	iron-responsive element binding protein 2	2976	0	0	2	6	0	0	0	6	6	6	7.609792e-01	1	9.100000e-01	9.688401e-01	1
13047	GALNTL5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	1364	0	0	4	4	0	1	0	5	5	5	7.611006e-01	1	6.800000e-01	9.688732e-01	1
13048	TP53I13	tumor protein p53 inducible protein 13	1484	17	0	2	1	0	0	0	1	1	1	9.688806e-01	NaN	NaN	9.688806e-01	1
13049	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	2681	16	0	2	2	0	1	0	3	3	3	7.611379e-01	1	8.070000e-01	9.688834e-01	1
13050	ZBTB8A	zinc finger and BTB domain containing 8A	1337	0	0	5	5	1	0	0	6	6	6	7.613100e-01	1	8.660000e-01	9.689304e-01	1
13051	GNPTG	N-acetylglucosamine-1-phosphate transferase, gamma subunit	1447	11	0	3	3	0	0	0	3	3	3	7.613434e-01	1	8.290000e-01	9.689395e-01	1
13052	PRELID1	PRELI domain containing 1	1276	4	0	2	2	0	0	0	2	2	2	7.613739e-01	1	8.650000e-01	9.689478e-01	1
13053	MORF4L1	mortality factor 4 like 1	1137	6	0	0	2	0	1	0	3	3	3	7.613743e-01	1	9.530000e-01	9.689479e-01	1
13054	AURKA	aurora kinase A	1244	4	0	0	1	0	0	0	1	1	1	9.689860e-01	NaN	NaN	9.689860e-01	1
13055	DNASE1L3	deoxyribonuclease I-like 3	952	0	0	2	3	0	0	0	3	3	3	7.616264e-01	1	8.940000e-01	9.690166e-01	1
13056	BACE1	beta-site APP-cleaving enzyme 1	1538	3	1	4	6	0	1	0	7	7	7	7.618602e-01	1	9.120000e-01	9.690802e-01	1
13057	MAT2A	methionine adenosyltransferase II, alpha	1220	30	0	1	1	0	0	0	1	1	1	9.690989e-01	NaN	NaN	9.690989e-01	1
13058	LYPLA2	lysophospholipase II	732	4	0	2	1	0	0	0	1	1	1	9.691201e-01	NaN	NaN	9.691201e-01	1
13059	C1QC	complement component 1, q subcomponent, C chain	746	7	0	2	2	0	0	0	2	2	2	7.620404e-01	1	7.880000e-01	9.691292e-01	1
13060	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4	1059	9	0	4	2	0	0	1	3	3	3	7.621014e-01	1	1.470000e-01	9.691458e-01	1
13061	SLC12A5	solute carrier family 12, (potassium-chloride transporter) member 5	3576	10	1	5	8	1	0	0	9	8	9	7.621921e-01	1	8.600000e-01	9.691704e-01	1
13062	RDBP	RD RNA binding protein	2285	9	0	1	3	0	0	1	4	4	4	7.622676e-01	1	8.300000e-01	9.691909e-01	1
13063	LAMP2	lysosomal-associated membrane protein 2	1552	29	0	2	1	0	0	0	1	1	1	9.692024e-01	NaN	NaN	9.692024e-01	1
13064	NLRP6	NLR family, pyrin domain containing 6	2706	1	0	9	15	0	0	1	16	16	16	7.623202e-01	1	6.810000e-01	9.692052e-01	1
13065	SPON2	spondin 2, extracellular matrix protein	1016	38	0	1	3	0	0	0	3	3	3	7.623339e-01	1	6.600000e-01	9.692089e-01	1
13066	PTPN2	protein tyrosine phosphatase, non-receptor type 2	1304	74	0	1	1	0	0	1	2	2	2	7.626164e-01	1	7.770000e-01	9.692855e-01	1
13067	RELL2	RELT-like 2	1224	12	0	0	3	0	0	0	3	3	3	7.626750e-01	1	8.710000e-01	9.693014e-01	1
13068	TRPS1	trichorhinophalangeal syndrome I	3905	17	0	11	22	3	0	1	26	23	26	7.627263e-01	1	6.320000e-01	9.693153e-01	1
13069	PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	1016	2	0	0	3	0	0	0	3	3	3	7.627553e-01	1	9.000000e-01	9.693232e-01	1
13070	FMO1	flavin containing monooxygenase 1	1631	10	0	2	7	0	0	0	7	6	7	7.631443e-01	1	3.180000e-01	9.694284e-01	1
13071	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	826	0	0	4	6	0	0	0	6	6	6	7.631997e-01	1	9.300000e-01	9.694434e-01	1
13072	ODZ2	odz, odd Oz/ten-m homolog 2 (Drosophila)	8410	2	0	14	34	1	3	0	38	34	38	7.632562e-01	1	8.160000e-01	9.694587e-01	1
13073	OMG	oligodendrocyte myelin glycoprotein	1327	10	0	3	1	0	0	0	1	1	1	9.694785e-01	NaN	NaN	9.694785e-01	1
13074	SULT1C4	sulfotransferase family, cytosolic, 1C, member 4	933	13	0	2	2	0	0	0	2	2	2	7.633389e-01	1	5.610000e-01	9.694810e-01	1
13075	KLHDC3	kelch domain containing 3	1799	2	0	3	1	0	0	2	3	3	3	7.633626e-01	1	5.310000e-01	9.694874e-01	1
13076	C9orf119	chromosome 9 open reading frame 119	855	7	0	2	1	1	0	0	2	2	2	7.633800e-01	1	9.690000e-01	9.694921e-01	1
13077	CDK4	cyclin-dependent kinase 4	940	2	0	0	2	0	0	0	2	2	2	7.634485e-01	1	9.190000e-01	9.695106e-01	1
13078	TMEM168	transmembrane protein 168	2106	22	0	3	8	0	0	0	8	8	8	7.634966e-01	1	9.680000e-01	9.695236e-01	1
13079	B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1	1641	8	0	2	4	0	0	0	4	4	4	7.635006e-01	1	8.010000e-01	9.695246e-01	1
13080	KIAA0355	KIAA0355	3261	0	0	3	10	0	0	0	10	10	10	7.635357e-01	1	5.830000e-01	9.695341e-01	1
13081	PROX1	prospero homeobox 1	2230	2	0	2	16	0	0	0	16	16	16	7.636243e-01	1	9.880000e-01	9.695580e-01	1
13082	MED9	mediator complex subunit 9	447	220	0	0	0	0	1	1	2	2	2	7.637149e-01	1	7.770000e-01	9.695824e-01	1
13083	ATR	ataxia telangiectasia and Rad3 related	8119	1	0	12	20	2	0	2	24	23	24	7.638742e-01	1	8.700000e-01	9.696254e-01	1
13084	THAP10	THAP domain containing 10	816	3	0	2	4	0	0	0	4	4	4	7.640078e-01	1	5.530000e-01	9.696613e-01	1
13085	IQGAP2	IQ motif containing GTPase activating protein 2	5910	3	0	2	11	0	1	0	12	12	12	7.641286e-01	1	8.070000e-01	9.696938e-01	1
13086	COL15A1	collagen, type XV, alpha 1	4331	25	1	8	11	0	2	0	13	13	13	7.642038e-01	1	8.000000e-01	9.697141e-01	1
13087	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	1087	4	0	1	5	0	0	0	5	5	5	7.642823e-01	1	6.250000e-01	9.697352e-01	1
13088	C1orf107	chromosome 1 open reading frame 107	2317	4	0	1	3	0	0	0	3	3	3	7.643605e-01	1	6.950000e-01	9.697562e-01	1
13089	USF2	upstream transcription factor 2, c-fos interacting	1539	0	1	2	2	0	0	0	2	2	2	7.644632e-01	1	5.780000e-01	9.697838e-01	1
13090	SETMAR	SET domain and mariner transposase fusion gene	2067	1	0	3	4	0	0	0	4	4	4	7.644633e-01	1	9.890000e-01	9.697838e-01	1
13091	FBXW8	F-box and WD repeat domain containing 8	1839	0	0	6	5	0	0	0	5	5	5	7.648890e-01	1	4.960000e-01	9.698980e-01	1
13092	KIAA0892	KIAA0892	1920	18	0	4	4	0	1	1	6	6	6	7.648963e-01	1	8.290000e-01	9.699000e-01	1
13093	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H	534	0	0	1	1	0	0	0	1	1	1	9.699476e-01	NaN	NaN	9.699476e-01	1
13094	LAS1L	LAS1-like (S. cerevisiae)	2259	22	0	2	4	0	0	0	4	4	4	7.650838e-01	1	5.920000e-01	9.699502e-01	1
13095	EML5	echinoderm microtubule associated protein like 5	6102	23	0	8	16	0	2	2	20	19	20	7.651421e-01	1	6.500000e-01	9.699658e-01	1
13096	NPPC	natriuretic peptide precursor C	385	0	0	1	2	0	0	0	2	2	2	7.651481e-01	1	7.770000e-01	9.699674e-01	1
13097	THEG	Theg homolog (mouse)	1170	12	0	2	6	0	0	0	6	6	6	7.652430e-01	1	7.370000e-01	9.699928e-01	1
13098	CUL3	cullin 3	2367	11	0	3	6	0	0	1	7	7	7	7.655059e-01	1	8.470000e-01	9.700631e-01	1
13099	HIBCH	3-hydroxyisobutyryl-Coenzyme A hydrolase	1213	6	0	2	2	0	0	0	2	2	2	7.656104e-01	1	8.550000e-01	9.700910e-01	1
13100	UGT2B15	UDP glucuronosyltransferase 2 family, polypeptide B15	3232	4	0	0	13	1	0	0	14	14	14	7.656701e-01	1	8.470000e-01	9.701070e-01	1
13101	GOLGA3	golgi autoantigen, golgin subfamily a, 3	4721	22	0	9	12	1	2	0	15	13	15	7.656724e-01	1	9.560000e-01	9.701076e-01	1
13102	C1orf173	chromosome 1 open reading frame 173	4649	4	0	5	24	1	2	0	27	26	27	7.657184e-01	1	9.230000e-01	9.701199e-01	1
13103	ZNF490	zinc finger protein 490	1611	48	0	2	2	1	1	0	4	3	4	7.657331e-01	1	8.160000e-01	9.701238e-01	1
13104	PARL	presenilin associated, rhomboid-like	1178	4	0	2	4	0	0	0	4	4	4	7.657566e-01	1	8.690000e-01	9.701301e-01	1
13105	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	2408	15	0	5	8	0	1	0	9	9	9	7.658804e-01	1	5.050000e-01	9.701631e-01	1
13106	SSH2	slingshot homolog 2 (Drosophila)	4330	1	0	5	7	0	1	0	8	7	8	7.659093e-01	1	7.740000e-01	9.701708e-01	1
13107	RPS8	ribosomal protein S8	651	1	0	1	1	0	0	0	1	1	1	9.701741e-01	NaN	NaN	9.701741e-01	1
13108	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	2936	19	0	4	10	0	0	1	11	11	11	7.660266e-01	1	6.150000e-01	9.702021e-01	1
13109	DCAKD	dephospho-CoA kinase domain containing	841	42	0	2	3	0	0	0	3	2	3	7.660794e-01	1	8.960000e-01	9.702162e-01	1
13110	DNASE1L1	deoxyribonuclease I-like 1	1225	26	0	0	2	0	0	0	2	2	2	7.662090e-01	1	7.560000e-01	9.702507e-01	1
13111	CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	865	11	0	1	2	1	0	0	3	3	3	7.663440e-01	1	7.570000e-01	9.702866e-01	1
13112	CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2	1674	1	0	0	6	0	0	0	6	6	6	7.663650e-01	1	6.410000e-01	9.702922e-01	1
13113	NODAL	nodal homolog (mouse)	1054	11	0	2	1	0	0	0	1	1	1	9.703554e-01	NaN	NaN	9.703554e-01	1
13114	OR52R1	olfactory receptor, family 52, subfamily R, member 1	947	14	0	1	5	0	0	0	5	5	5	7.666373e-01	1	5.840000e-01	9.703646e-01	1
13115	PRSS50	protease, serine, 50	1180	18	0	1	3	0	0	1	4	4	4	7.667279e-01	1	9.900000e-01	9.703887e-01	1
13116	PIF1	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)	1974	3	0	2	7	0	0	1	8	8	8	7.668549e-01	1	8.830000e-01	9.704224e-01	1
13117	HMP19		532	27	0	1	3	0	0	0	3	3	3	7.672575e-01	1	7.590000e-01	9.705292e-01	1
13118	STARD10	StAR-related lipid transfer (START) domain containing 10	896	9	0	0	1	0	0	0	1	1	1	9.705710e-01	NaN	NaN	9.705710e-01	1
13119	TMEM140	transmembrane protein 140	562	3	0	2	1	0	0	0	1	1	1	9.705794e-01	NaN	NaN	9.705794e-01	1
13120	LHCGR	luteinizing hormone/choriogonadotropin receptor	2144	0	0	0	7	0	0	0	7	7	7	7.674589e-01	1	9.330000e-01	9.705825e-01	1
13121	ZC3H10	zinc finger CCCH-type containing 10	1347	19	0	2	1	0	0	0	1	1	1	9.705841e-01	NaN	NaN	9.705841e-01	1
13122	MOSPD2	motile sperm domain containing 2	1613	3	0	3	5	0	0	0	5	5	5	7.675286e-01	1	8.660000e-01	9.706010e-01	1
13123	KIAA1274	KIAA1274	2647	3	0	3	5	0	0	1	6	6	6	7.675926e-01	1	5.730000e-01	9.706179e-01	1
13124	CHRNB3	cholinergic receptor, nicotinic, beta 3	1397	13	0	1	3	0	0	1	4	4	4	7.676569e-01	1	8.930000e-01	9.706349e-01	1
13125	ATL1	atlastin GTPase 1	1769	8	0	3	2	0	0	1	3	3	3	7.676666e-01	1	8.220000e-01	9.706375e-01	1
13126	C9orf4	chromosome 9 open reading frame 4	1051	23	0	1	2	0	0	0	2	2	2	7.676889e-01	1	7.650000e-01	9.706434e-01	1
13127	ProSAPiP1		2030	6	0	3	1	1	0	0	2	2	2	9.706627e-01	NaN	NaN	9.706627e-01	1
13128	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	3151	15	0	6	7	0	0	0	7	7	7	7.678467e-01	1	9.130000e-01	9.706851e-01	1
13129	GGPS1	geranylgeranyl diphosphate synthase 1	919	23	0	1	1	1	0	0	2	2	2	7.678512e-01	1	6.320000e-01	9.706863e-01	1
13130	SRRM3	serine/arginine repetitive matrix 3	2015	5	0	2	2	0	0	0	2	2	2	7.679112e-01	1	6.570000e-01	9.707021e-01	1
13131	KIF3C	kinesin family member 3C	2410	41	0	3	6	0	0	0	6	6	6	7.681057e-01	1	5.230000e-01	9.707534e-01	1
13132	GFPT1	glutamine-fructose-6-phosphate transaminase 1	2118	2	0	1	1	0	0	0	1	1	1	9.707628e-01	NaN	NaN	9.707628e-01	1
13133	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1	2455	35	0	2	5	0	0	0	5	5	5	7.681460e-01	1	7.140000e-01	9.707641e-01	1
13134	SPEM1	spermatid maturation 1	949	7	0	0	2	0	0	0	2	2	2	7.682588e-01	1	3.890000e-01	9.707938e-01	1
13135	PAPD7	PAP associated domain containing 7	1677	23	0	2	4	0	1	0	5	5	5	7.683478e-01	1	7.490000e-01	9.708173e-01	1
13136	CHRM1	cholinergic receptor, muscarinic 1	1387	19	0	1	3	0	0	0	3	3	3	7.683850e-01	1	6.060000e-01	9.708271e-01	1
13137	DUSP21	dual specificity phosphatase 21	573	33	0	1	1	0	0	0	1	1	1	9.708281e-01	NaN	NaN	9.708281e-01	1
13138	GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	2402	10	0	3	3	0	1	0	4	4	4	7.684728e-01	1	6.350000e-01	9.708502e-01	1
13139	SARNP	SAP domain containing ribonucleoprotein	1143	5	0	1	2	0	0	0	2	2	2	7.684915e-01	1	7.550000e-01	9.708551e-01	1
13140	OLFML1	olfactomedin-like 1	1217	13	0	3	1	0	0	0	1	1	1	9.708632e-01	NaN	NaN	9.708632e-01	1
13141	RMND5A	required for meiotic nuclear division 5 homolog A (S. cerevisiae)	1208	57	0	1	1	0	0	0	1	1	1	9.708876e-01	NaN	NaN	9.708876e-01	1
13142	RCL1	RNA terminal phosphate cyclase-like 1	1154	6	0	3	3	0	0	0	3	3	3	7.687212e-01	1	7.300000e-01	9.709156e-01	1
13143	TBCC	tubulin folding cofactor C	1043	0	1	4	12	0	0	0	12	12	12	7.687563e-01	1	4.310000e-01	9.709248e-01	1
13144	SUCNR1	succinate receptor 1	1013	29	0	2	0	1	0	1	2	2	2	7.688683e-01	1	7.670000e-01	9.709542e-01	1
13145	USP46	ubiquitin specific peptidase 46	1150	16	0	0	1	0	0	0	1	1	1	9.709666e-01	NaN	NaN	9.709666e-01	1
13146	PLEKHM3	pleckstrin homology domain containing, family M, member 3	2310	6	0	5	5	1	0	0	6	6	6	7.689517e-01	1	9.750000e-01	9.709762e-01	1
13147	MTA3	metastasis associated 1 family, member 3	1602	11	0	0	1	0	0	0	1	1	1	9.709799e-01	NaN	NaN	9.709799e-01	1
13148	CCNA1	cyclin A1	1430	9	0	4	4	1	0	0	5	5	5	7.690287e-01	1	8.480000e-01	9.709964e-01	1
13149	RXRA	retinoid X receptor, alpha	1425	13	0	2	4	0	0	0	4	4	4	7.691939e-01	1	9.960000e-01	9.710398e-01	1
13150	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	2693	38	0	3	7	0	0	0	7	7	7	7.692010e-01	1	7.230000e-01	9.710416e-01	1
13151	EN2	engrailed homeobox 2	1006	0	0	5	8	0	0	0	8	7	8	7.693984e-01	1	1	9.710934e-01	1
13152	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	1630	11	0	1	1	0	1	0	2	2	2	7.694908e-01	1	4.990000e-01	9.711176e-01	1
13153	KCNH4	potassium voltage-gated channel, subfamily H (eag-related), member 4	3114	0	0	6	9	0	0	1	10	9	10	7.695063e-01	1	5.520000e-01	9.711217e-01	1
13154	USP51	ubiquitin specific peptidase 51	2140	2	0	0	3	0	0	0	3	3	3	7.695844e-01	1	9.040000e-01	9.711421e-01	1
13155	SLCO2A1	solute carrier organic anion transporter family, member 2A1	1984	14	0	3	9	0	0	0	9	9	9	7.696635e-01	1	7.790000e-01	9.711628e-01	1
13156	BHLHE22	basic helix-loop-helix family, member e22	1146	1	0	6	6	0	0	2	8	8	8	7.697252e-01	1	9.960000e-01	9.711790e-01	1
13157	HNRNPK	heterogeneous nuclear ribonucleoprotein K	1488	16	0	2	1	0	0	0	1	1	1	9.712006e-01	NaN	NaN	9.712006e-01	1
13158	FOXA2	forkhead box A2	1396	1	0	6	11	0	0	0	11	9	11	7.698127e-01	1	1	9.712019e-01	1
13159	RAET1L	retinoic acid early transcript 1L	754	16	0	1	2	0	0	0	2	2	2	7.698320e-01	1	7.480000e-01	9.712069e-01	1
13160	KCNJ3	potassium inwardly-rectifying channel, subfamily J, member 3	1514	1	0	6	18	1	0	0	19	17	19	7.698611e-01	1	8.610000e-01	9.712146e-01	1
13161	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	667	27	0	1	1	0	0	1	2	2	2	7.699350e-01	1	6.040000e-01	9.712339e-01	1
13162	TPSD1	tryptase delta 1	747	1	0	5	2	0	1	0	3	3	3	7.700621e-01	1	5.250000e-01	9.712671e-01	1
13163	CMKLR1	chemokine-like receptor 1	1130	32	0	1	2	0	0	0	2	2	2	7.701681e-01	1	7.830000e-01	9.712948e-01	1
13164	PPFIA3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	3893	18	0	8	8	0	2	0	10	9	10	7.701837e-01	1	9.210000e-01	9.712989e-01	1
13165	ARVCF	armadillo repeat gene deletes in velocardiofacial syndrome	2961	2	0	8	10	0	0	0	10	10	10	7.701938e-01	1	3.480000e-01	9.713015e-01	1
13166	GPR182	G protein-coupled receptor 182	1219	22	0	3	5	0	0	0	5	5	5	7.705222e-01	1	9.960000e-01	9.713872e-01	1
13167	FAM19A5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	504	8	1	1	1	0	0	0	1	1	1	9.713874e-01	NaN	NaN	9.713874e-01	1
13168	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	1362	34	0	4	5	0	0	0	5	4	5	7.706207e-01	1	4.200000e-01	9.714129e-01	1
13169	JUB	jub, ajuba homolog (Xenopus laevis)	1645	17	0	2	3	0	0	0	3	3	3	7.709684e-01	1	3.840000e-01	9.715034e-01	1
13170	TRMT5	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)	1764	6	0	0	2	0	0	0	2	2	2	7.710168e-01	1	6.260000e-01	9.715159e-01	1
13171	MID1	midline 1 (Opitz/BBB syndrome)	2040	5	0	3	8	0	0	0	8	7	8	7.711602e-01	1	4.340000e-01	9.715532e-01	1
13172	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	1279	60	0	1	2	0	0	0	2	2	2	7.713965e-01	1	4.700000e-01	9.716146e-01	1
13173	RPL13	ribosomal protein L13	656	17	0	2	1	0	0	0	1	1	1	9.716275e-01	NaN	NaN	9.716275e-01	1
13174	MAGEA12	melanoma antigen family A, 12	963	7	0	2	6	0	0	0	6	5	6	7.716557e-01	1	3.690000e-01	9.716818e-01	1
13175	DENND1A	DENN/MADD domain containing 1A	3219	7	0	4	8	0	0	1	9	9	9	7.717085e-01	1	7.470000e-01	9.716955e-01	1
13176	NMRAL1	NmrA-like family domain containing 1	922	32	0	1	1	0	0	0	1	1	1	9.716970e-01	NaN	NaN	9.716970e-01	1
13177	RB1CC1	RB1-inducible coiled-coil 1	4873	7	0	5	12	1	0	2	15	12	15	7.719101e-01	1	5.200000e-01	9.717477e-01	1
13178	CCM2	cerebral cavernous malformation 2	1468	12	1	3	8	0	0	0	8	7	8	7.719248e-01	1	9.480000e-01	9.717515e-01	1
13179	JSRP1	junctional sarcoplasmic reticulum protein 1	1022	8	0	3	2	0	0	1	3	3	3	7.719847e-01	1	9.540000e-01	9.717670e-01	1
13180	ELOVL7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	874	95	0	1	2	0	0	0	2	2	2	7.720088e-01	1	7.870000e-01	9.717733e-01	1
13181	STX5	syntaxin 5	1366	7	0	1	1	0	0	0	1	1	1	9.718114e-01	NaN	NaN	9.718114e-01	1
13182	MZF1	myeloid zinc finger 1	2225	4	0	7	7	1	0	0	8	8	8	7.722819e-01	1	6.210000e-01	9.718439e-01	1
13183	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	3669	10	0	2	7	1	1	0	9	9	9	7.725502e-01	1	9.670000e-01	9.719132e-01	1
13184	WNT1	wingless-type MMTV integration site family, member 1	1125	37	0	1	1	0	0	0	1	1	1	9.719274e-01	NaN	NaN	9.719274e-01	1
13185	SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	1018	29	0	1	3	0	0	0	3	3	3	7.726395e-01	1	4.260000e-01	9.719362e-01	1
13186	LARGE	like-glycosyltransferase	2327	5	0	3	14	1	1	0	16	16	16	7.726513e-01	1	6.810000e-01	9.719393e-01	1
13187	TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	1649	5	0	1	5	0	0	1	6	6	6	7.726857e-01	1	6.030000e-01	9.719481e-01	1
13188	RBPMS	RNA binding protein with multiple splicing	845	13	0	1	1	0	0	0	1	1	1	9.720088e-01	NaN	NaN	9.720088e-01	1
13189	OR5W2	olfactory receptor, family 5, subfamily W, member 2	931	5	0	1	4	1	0	0	5	5	5	7.730810e-01	1	6.280000e-01	9.720500e-01	1
13190	KRT2	keratin 2 (epidermal ichthyosis bullosa of Siemens)	1954	3	0	7	10	0	0	0	10	10	10	7.730995e-01	1	6.830000e-01	9.720547e-01	1
13191	ELF1	E74-like factor 1 (ets domain transcription factor)	1888	1	0	6	4	0	1	0	5	5	5	7.732433e-01	1	8.730000e-01	9.720917e-01	1
13192	TBCE	tubulin folding cofactor E	1648	1	0	6	1	0	1	0	2	2	2	7.732746e-01	1	7.590000e-01	9.720998e-01	1
13193	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	918	8	0	3	1	0	0	0	1	1	1	9.721579e-01	NaN	NaN	9.721579e-01	1
13194	RPS15	ribosomal protein S15	454	2	0	3	1	0	0	0	1	1	1	9.721852e-01	NaN	NaN	9.721852e-01	1
13195	RASD2	RASD family, member 2	809	38	0	2	3	0	0	1	4	4	4	7.738416e-01	1	8.350000e-01	9.722454e-01	1
13196	PRSS54	protease, serine, 54	1208	7	0	0	3	0	0	0	3	3	3	7.739294e-01	1	6.980000e-01	9.722679e-01	1
13197	OR2C1	olfactory receptor, family 2, subfamily C, member 1	943	6	0	4	1	0	0	0	1	1	1	9.722717e-01	NaN	NaN	9.722717e-01	1
13198	OR6B3	olfactory receptor, family 6, subfamily B, member 3	995	2	0	0	3	0	0	0	3	3	3	7.739886e-01	1	8.670000e-01	9.722830e-01	1
13199	EXOC6B	exocyst complex component 6B	2522	1	0	6	13	1	0	0	14	14	14	7.740322e-01	1	6.880000e-01	9.722942e-01	1
13200	TRIM8	tripartite motif-containing 8	1676	7	0	4	3	0	1	1	5	5	5	7.740705e-01	1	8.530000e-01	9.723040e-01	1
13201	CCDC82	coiled-coil domain containing 82	2810	2	0	1	4	0	0	0	4	3	4	7.740897e-01	1	9.130000e-01	9.723089e-01	1
13202	ZMYND17	zinc finger, MYND-type containing 17	1407	44	0	0	2	0	0	0	2	2	2	7.741391e-01	1	6.650000e-01	9.723216e-01	1
13203	ATG4A	ATG4 autophagy related 4 homolog A (S. cerevisiae)	1456	35	0	1	3	0	0	0	3	3	3	7.742170e-01	1	9.090000e-01	9.723415e-01	1
13204	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	1204	2	0	5	2	1	0	1	4	4	4	7.743846e-01	1	5.690000e-01	9.723844e-01	1
13205	SDPR	serum deprivation response (phosphatidylserine binding protein)	1282	5	0	4	6	0	0	0	6	6	6	7.743910e-01	1	8.600000e-01	9.723860e-01	1
13206	IFT80	intraflagellar transport 80 homolog (Chlamydomonas)	2599	6	0	3	6	0	0	1	7	6	7	7.743924e-01	1	9.150000e-01	9.723864e-01	1
