gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q			Legend:	
SFTPC	"surfactant, pulmonary-associated protein C"	873	103	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BLOC1S5	"biogenesis of lysosomal organelles complex-1, subunit 5, muted"	585	31	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FAM115C	"family with sequence similarity 115, member C"	3132	12	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
THEM4	thioesterase superfamily member 4	788	162	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	448	90	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TOMM5	translocase of outer mitochondrial membrane 5 homolog (yeast)	338	291	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
DNASE2	"deoxyribonuclease II, lysosomal"	1103	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SH3BP5	SH3-domain binding protein 5 (BTK-associated)	1400	96	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TRAF3IP2	TRAF3 interacting protein 2	1757	15	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
NOP16	NOP16 nucleolar protein homolog (yeast)	876	110	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
RABEP1	"rabaptin, RAB GTPase binding effector protein 1"	2657	91	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PIGU	"phosphatidylinositol glycan anchor biosynthesis, class U"	1432	83	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
POLRMT	polymerase (RNA) mitochondrial (DNA directed)	3773	55	0	4	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
NXF2	nuclear RNA export factor 2	1961	66	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
OR11G2	"olfactory receptor, family 11, subfamily G, member 2"	1038	76	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FOLR2	folate receptor 2 (fetal)	835	95	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ADRBK1	"adrenergic, beta, receptor kinase 1"	2284	30	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PQBP1	polyglutamine binding protein 1	845	29	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TOX2	TOX high mobility group box family member 2	1681	45	0	2	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PITPNM2	"phosphatidylinositol transfer protein, membrane-associated 2"	4513	1	0	2	3	0	0	0	3	2	3	9.89E-01	1	7.83E-01	1.00E+00	1				
CCNT2	cyclin T2	2225	7	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ZBTB33	zinc finger and BTB domain containing 33	2021	10	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PWWP2A	PWWP domain containing 2A	2412	31	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	1650	34	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C19orf80	chromosome 19 open reading frame 80	609	92	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRKCH	"protein kinase C, eta"	2104	0	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C8orf74	chromosome 8 open reading frame 74	897	22	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PSMD10	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"	697	73	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TIGD4	tigger transposable element derived 4	1539	53	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SBP1	multiple EGF-like-domains 8	279	37	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FBXW4	F-box and WD repeat domain containing 4	1271	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
AKR1D1	"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)"	1013	46	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
RAP1GAP2	RAP1 GTPase activating protein 2	2285	35	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
MAP2K6	mitogen-activated protein kinase kinase 6	1049	82	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
YBX1	Y box binding protein 1	999	97	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
AADAC	arylacetamide deacetylase (esterase)	1226	83	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
MOSPD3	motile sperm domain containing 3	724	243	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TECTA	tectorin alpha	6558	56	0	6	3	0	0	0	3	3	3	9.90E-01	1	8.87E-01	1.00E+00	1				
DARC	"Duffy blood group, chemokine receptor"	1040	166	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SNAI1	snail homolog 1 (Drosophila)	803	77	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FAM127A	"family with sequence similarity 127, member A"	342	114	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FAM127B	"family with sequence similarity 127, member B"	342	114	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
RAD52	RAD52 homolog (S. cerevisiae)	1579	15	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ZNF41	zinc finger protein 41	2392	47	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ATOH8	atonal homolog 8 (Drosophila)	974	24	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ELOVL7	"ELOVL family member 7, elongation of long chain fatty acids (yeast)"	897	14	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
DKKL1	dickkopf-like 1 (soggy)	745	83	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
GCSAML	"germinal center-associated, signaling and motility-like"	803	96	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BBC3	BCL2 binding component 3	798	3	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BBS5	Bardet-Biedl syndrome 5	1799	54	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ATP5L2	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G2 pseudogene"	303	103	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
LCE3B	late cornified envelope 3B	288	115	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TRMT10C	tRNA methyltransferase 10 homolog C (S. cerevisiae)	1212	64	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PDK1	"pyruvate dehydrogenase kinase, isozyme 1"	1415	34	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
MYZAP	myocardial zonula adherens protein	1451	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TMEM43	transmembrane protein 43	1247	116	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SETD8	SET domain containing (lysine methyltransferase) 8	1087	104	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BUB3	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	1036	188	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
HSD17B3	hydroxysteroid (17-beta) dehydrogenase 3	973	45	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TCF21	transcription factor 21	544	164	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CD300LG	CD300 molecule-like family member g	1210	21	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
NEUROD1	neurogenic differentiation 1	1071	16	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SUPV3L1	"suppressor of var1, 3-like 1 (S. cerevisiae)"	2417	11	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
THTPA	thiamine triphosphatase	697	158	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
RAB2A	"RAB2A, member RAS oncogene family"	686	71	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CBR4	carbonyl reductase 4	733	152	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BCAS4	breast carcinoma amplified sequence 4	729	35	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	808	166	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SPIN3	"spindlin family, member 3"	779	53	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
OR6B2	"olfactory receptor, family 6, subfamily B, member 2"	939	32	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FAM117A	"family with sequence similarity 117, member A"	1390	156	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRR19	proline rich 19	1156	31	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
REPS1	RALBP1 associated Eps domain containing 1	2467	19	0	2	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SLC22A23	"solute carrier family 22, member 23"	2127	37	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C1orf226	chromosome 1 open reading frame 226	956	213	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
GZMK	granzyme K (granzyme 3; tryptase II)	811	218	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CDK5RAP1	CDK5 regulatory subunit associated protein 1	1858	106	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PEX26	peroxisome biogenesis factor 26	934	26	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
KLHL1	kelch-like 1 (Drosophila)	2287	41	0	2	9	0	0	0	9	4	9	9.90E-01	1	8.39E-01	1.00E+00	1				
SRSF4	serine/arginine-rich splicing factor 4	1505	108	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SNCG	"synuclein, gamma (breast cancer-specific protein 1)"	452	2	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
RPLP1	"ribosomal protein, large, P1"	370	253	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C1orf141	chromosome 1 open reading frame 141	1223	73	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BAI3	brain-specific angiogenesis inhibitor 3	4785	3	0	5	15	0	1	1	17	13	17	9.90E-01	1	5.64E-01	1.00E+00	1				
B3GNT8	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8"	1194	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TFDP3	"transcription factor Dp family, member 3"	1218	35	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SUSD5	sushi domain containing 5	1906	13	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
RPS4X	"ribosomal protein S4, X-linked"	827	30	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C1D	C1D nuclear receptor corepressor	559	48	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
LYRM4	LYR motif containing 4	566	35	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BTF3L4	basic transcription factor 3-like 4	499	203	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CENPH	centromere protein H	776	99	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PGAM5	phosphoglycerate mutase family member 5	941	191	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TNFRSF25	"tumor necrosis factor receptor superfamily, member 25"	1317	71	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
GKAP1	G kinase anchoring protein 1	1141	52	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRH2	proline-rich protein HaeIII subfamily 2	509	357	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
POLR2L	"polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa"	208	36	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
GLYAT	glycine-N-acyltransferase	909	21	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha)	663	29	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
NUDC	nuclear distribution gene C homolog (A. nidulans)	1028	243	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	1639	73	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
S100A10	S100 calcium binding protein A10	298	254	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TMEM129	transmembrane protein 129	1101	100	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PTPRM	"protein tyrosine phosphatase, receptor type, M"	4571	1	0	8	9	0	0	0	9	8	9	9.91E-01	1	9.97E-01	1.00E+00	1				
VGLL1	vestigial like 1 (Drosophila)	789	336	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BPHL	biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)	1003	98	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ZNF696	zinc finger protein 696	1273	235	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PCNA	proliferating cell nuclear antigen	806	3	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CCDC138	coiled-coil domain containing 138	2054	20	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
MARK4	MAP/microtubule affinity-regulating kinase 4	2407	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
HTR1A	5-hydroxytryptamine (serotonin) receptor 1A	1269	25	0	2	3	0	0	0	3	2	3	9.91E-01	1	5.17E-01	1.00E+00	1				
C1orf105	chromosome 1 open reading frame 105	849	10	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
KCNK16	"potassium channel, subfamily K, member 16"	1333	54	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TMEM55B	transmembrane protein 55B	879	82	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SPINK13	"serine peptidase inhibitor, Kazal type 13 (putative)"	297	203	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C10orf55	chromosome 10 open reading frame 55	462	35	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TXLNG	taxilin gamma	1623	7	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PAX6	paired box 6	1351	11	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BCL6B	"B-cell CLL/lymphoma 6, member B (zinc finger protein)"	1468	72	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
WNT8B	"wingless-type MMTV integration site family, member 8B"	1076	181	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
OR5K4	"olfactory receptor, family 5, subfamily K, member 4"	966	12	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	1468	94	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
VCX	"variable charge, X-linked"	625	579	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FUNDC1	FUN14 domain containing 1	484	597	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRKG2	"protein kinase, cGMP-dependent, type II"	2357	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
NR2F6	"nuclear receptor subfamily 2, group F, member 6"	1227	175	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ALDH3A2	"aldehyde dehydrogenase 3 family, member A2"	1633	29	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
MPI	mannose phosphate isomerase	1597	97	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CGB5	"chorionic gonadotropin, beta polypeptide 5"	506	179	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
LRR1	leucine rich repeat protein 1	1257	21	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
DUSP23	dual specificity phosphatase 23	459	394	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
LYRM1	LYR motif containing 1	379	181	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PDZK1	PDZ domain containing 1	1590	51	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
UBE2F	ubiquitin-conjugating enzyme E2F (putative)	638	183	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
USP22	ubiquitin specific peptidase 22	1763	99	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRDX6	peroxiredoxin 6	691	46	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
MCHR1	melanin-concentrating hormone receptor 1	1273	186	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
LCORL	ligand dependent nuclear receptor corepressor-like	2016	313	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRH1	proline-rich protein HaeIII subfamily 1	513	356	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C1orf27	chromosome 1 open reading frame 27	1413	88	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
IL5	"interleukin 5 (colony-stimulating factor, eosinophil)"	417	21	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
OARD1		556	108	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FAM175B	"family with sequence similarity 175, member B"	1280	93	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
S100A11	S100 calcium binding protein A11	326	30	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SLC51B	"solute carrier family 51, beta subunit"	395	79	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CDH8	"cadherin 8, type 2"	2763	18	0	2	8	0	0	0	8	6	8	9.91E-01	1	7.47E-01	1.00E+00	1				
JAK2	Janus kinase 2 (a protein tyrosine kinase)	3487	0	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
AC010336.1		736	9	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CLPSL2	colipase-like 2	474	12	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BDH2	"3-hydroxybutyrate dehydrogenase, type 2"	770	201	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SRGN	serglycin	485	86	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
AP3S2	"adaptor-related protein complex 3, sigma 2 subunit"	661	9	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
HAUS7	"HAUS augmin-like complex, subunit 7"	1356	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ERAL1	Era G-protein-like 1 (E. coli)	1350	39	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TBC1D10C	"TBC1 domain family, member 10C"	1373	22	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PDCD10	programmed cell death 10	665	557	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ZNF146	zinc finger protein 146	879	47	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ZNF30	zinc finger protein 30	1909	13	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ZBTB45	zinc finger and BTB domain containing 45	1542	0	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PNO1	partner of NOB1 homolog (S. cerevisiae)	783	35	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
COPS8	COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)	658	74	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PFDN1	prefoldin subunit 1	456	189	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SEMA6C	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"	2957	15	0	2	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
FAHD2B	fumarylacetoacetate hydrolase domain containing 2B	969	46	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BATF3	"basic leucine zipper transcription factor, ATF-like 3"	392	190	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CGREF1	cell growth regulator with EF-hand domain 1	1529	16	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CACNG4	"calcium channel, voltage-dependent, gamma subunit 4"	998	71	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CTD-2215E18.1		326	3	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
NPY	neuropeptide Y	304	17	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CA5A	"carbonic anhydrase VA, mitochondrial"	942	97	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SMAGP	small cell adhesion glycoprotein	314	9	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
SPATA31A7		4056	266	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
WIPF1	"WAS/WASL interacting protein family, member 1"	1708	1	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TMEM45A	transmembrane protein 45A	896	105	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PGR	progesterone receptor	2830	76	0	2	9	0	0	0	9	8	9	9.92E-01	1	5.98E-01	1.00E+00	1				
MT1G	metallothionein 1G	308	10	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BICD1	bicaudal D homolog 1 (Drosophila)	3119	44	0	3	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
AGAP4	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"	2016	11	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
EMC4	ER membrane protein complex subunit 4	655	86	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ATP5G2	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)"	613	187	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ANKRD2	ankyrin repeat domain 2 (stretch responsive muscle)	1115	11	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
ATP6V1G1	"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1"	365	19	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
UNCX	UNC homeobox	1604	234	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRPF6	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	2906	21	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
GNL1	guanine nucleotide binding protein-like 1	1868	87	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
CHRM5	"cholinergic receptor, muscarinic 5"	1599	5	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
B3GNT9	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	1209	74	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C17orf53	chromosome 17 open reading frame 53	1980	55	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
TMEM41A	transmembrane protein 41A	811	20	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
C3orf72	chromosome 3 open reading frame 72	536	7	0	1	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
UXT	ubiquitously-expressed transcript	530	90	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
BST2	bone marrow stromal cell antigen 2	555	26	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PRR18	proline rich region 18	888	17	0	0	0	0	0	0	0	0	0	1.00E+00	NaN	NaN	1.00E+00	1				
PDZRN3	PDZ domain containing RING finger 3	3561	0	0	7	3	0	0	0	3	3	3	9.92E-01	1	6.27E-01	1.00E+00	1				
